workclass,race,hours-per-week,native-country,label,educationDegree
Private,Black,21-40,United-States,<=50K,MiddleSchool
State-gov,Black,21-40,United-States,<=50K,Assoc
Private,Black,21-40,United-States,>50K,Bach
Private,Black,21-40,United-States,<=50K,HS-College
?,Black,21-40,United-States,<=50K,MiddleSchool
Private,Asian-Pac-Islander,21-40,United-States,<=50K,HS-College
Private,Black,21-40,United-States,<=50K,MiddleSchool
Private,Other,21-40,?,<=50K,Elementary
Federal-gov,Black,0-20,United-States,<=50K,HS-College
Private,Black,21-40,United-States,<=50K,Assoc
Private,Black,21-40,United-States,>50K,Bach
Private,Black,21-40,United-States,<=50K,Assoc
?,Asian-Pac-Islander,0-20,South,<=50K,Assoc
Private,Asian-Pac-Islander,21-40,Japan,<=50K,Assoc
Private,Asian-Pac-Islander,21-40,Philippines,<=50K,HS-College
Private,Asian-Pac-Islander,21-40,Philippines,<=50K,Assoc
Private,Black,21-40,United-States,<=50K,HS-College
Private,Black,21-40,?,<=50K,HS-College
Local-gov,Black,41-60,United-States,<=50K,Assoc
Private,Other,21-40,Dominican-Republic,<=50K,Preschool
Federal-gov,Asian-Pac-Islander,21-40,United-States,>50K,Assoc
Private,Black,21-40,United-States,<=50K,MiddleSchool
Private,Black,21-40,United-States,<=50K,Mast
Private,Black,21-40,Jamaica,<=50K,MiddleSchool
Private,Black,21-40,United-States,<=50K,HS-College
Private,Black,21-40,United-States,<=50K,HS-College
Private,Black,41-60,United-States,<=50K,HS-College
Private,Black,0-20,United-States,<=50K,Assoc
?,Black,21-40,United-States,>50K,MiddleSchool
Private,Asian-Pac-Islander,21-40,Vietnam,<=50K,Preschool
Private,Black,21-40,United-States,<=50K,Assoc
Private,Black,21-40,United-States,<=50K,Assoc
?,Other,21-40,Japan,<=50K,Mast
?,Black,21-40,United-States,<=50K,HS-College
?,Asian-Pac-Islander,21-40,United-States,<=50K,HS-College
?,Black,21-40,United-States,<=50K,Elementary
Private,Asian-Pac-Islander,0-20,China,>50K,HS-College
Private,Black,21-40,United-States,<=50K,Assoc
Local-gov,Black,21-40,United-States,<=50K,Bach
State-gov,Black,21-40,United-States,<=50K,HS-College
Local-gov,Asian-Pac-Islander,21-40,China,<=50K,Bach
Private,Black,21-40,United-States,<=50K,MiddleSchool
Private,Black,21-40,Jamaica,<=50K,Assoc
Private,Black,21-40,United-States,<=50K,Assoc
Private,Asian-Pac-Islander,41-60,United-States,<=50K,Assoc
Private,Black,21-40,United-States,<=50K,Bach
?,Black,21-40,United-States,<=50K,Assoc
Never-worked,Black,21-40,United-States,<=50K,HS-College
Private,Black,21-40,United-States,<=50K,HS-College
Private,Black,21-40,United-States,<=50K,MiddleSchool
Private,Asian-Pac-Islander,21-40,Japan,<=50K,HS-College
Private,Black,21-40,United-States,<=50K,HS-College
Local-gov,Black,21-40,United-States,<=50K,Elementary
Private,Black,21-40,United-States,<=50K,HS-College
Private,Amer-Indian-Eskimo,21-40,Mexico,<=50K,Preschool
Federal-gov,Asian-Pac-Islander,21-40,Philippines,<=50K,Bach
Private,Black,41-60,United-States,<=50K,HS-College
Private,Black,21-40,United-States,<=50K,HS-College
State-gov,Black,21-40,United-States,<=50K,Elementary
Private,Asian-Pac-Islander,21-40,United-States,<=50K,Assoc
Private,Black,21-40,United-States,<=50K,HS-College
Private,Black,21-40,Dominican-Republic,<=50K,MiddleSchool
Local-gov,Black,21-40,United-States,<=50K,Bach
?,Asian-Pac-Islander,81-100,United-States,<=50K,Bach
Private,Black,41-60,United-States,>50K,Bach
?,Black,21-40,United-States,<=50K,HS-College
Private,Other,21-40,United-States,<=50K,Mast
