workclass,race,hours-per-week,native-country,label,age-range,educationDegree
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,45-60,Elementary
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,Black,0-20,United-States,<=50K,15-30,Assoc
?,White,0-20,United-States,>50K,75-100,Bach
Federal-gov,Black,21-40,United-States,<=50K,30-45,HS-College
Private,Black,21-40,Outlying-US(Guam-USVI-etc),<=50K,45-60,Assoc
?,Black,21-40,Jamaica,<=50K,15-30,Bach
?,White,0-20,United-States,<=50K,60-75,HS-College
Private,White,0-20,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,Bach
Local-gov,White,41-60,United-States,<=50K,30-45,HS-College
Private,Black,21-40,United-States,<=50K,30-45,Bach
State-gov,White,41-60,United-States,<=50K,45-60,HS-College
State-gov,White,0-20,United-States,<=50K,15-30,Assoc
?,Black,21-40,United-States,<=50K,30-45,HS-College
Self-emp-not-inc,White,41-60,United-States,<=50K,45-60,MiddleSchool
Private,White,21-40,United-States,>50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,Asian-Pac-Islander,21-40,Philippines,<=50K,30-45,HS-College
Private,Other,21-40,United-States,<=50K,30-45,HS-College
Private,White,41-60,United-States,>50K,45-60,Bach
Private,White,21-40,United-States,<=50K,45-60,HS-College
?,Black,21-40,Haiti,<=50K,30-45,Assoc
Local-gov,White,21-40,United-States,<=50K,60-75,HS-College
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,White,41-60,United-States,<=50K,15-30,HS-College
Private,Black,21-40,United-States,<=50K,45-60,HS-College
Self-emp-not-inc,White,0-20,United-States,<=50K,45-60,PostMaster
Self-emp-inc,White,0-20,United-States,>50K,60-75,HS-College
Private,Black,21-40,United-States,<=50K,45-60,MiddleSchool
?,White,21-40,United-States,<=50K,15-30,HS-College
?,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,Italy,>50K,45-60,Assoc
Private,White,0-20,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,Black,41-60,United-States,<=50K,30-45,HS-College
Private,White,21-40,Canada,<=50K,45-60,MiddleSchool
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
State-gov,White,21-40,United-States,>50K,45-60,HS-College
Private,White,41-60,United-States,<=50K,45-60,HS-College
Private,Black,21-40,United-States,<=50K,30-45,Assoc
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,41-60,United-States,<=50K,15-30,HS-College
?,White,21-40,United-States,<=50K,15-30,Assoc
?,White,21-40,United-States,<=50K,30-45,Elementary
Private,White,0-20,United-States,<=50K,60-75,HS-College
Private,Amer-Indian-Eskimo,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,30-45,Bach
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,41-60,United-States,>50K,45-60,Mast
Private,White,0-20,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,45-60,MiddleSchool
Private,White,21-40,United-States,<=50K,45-60,Elementary
Private,White,21-40,United-States,<=50K,30-45,Bach
Private,White,41-60,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,45-60,MiddleSchool
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,60-75,MiddleSchool
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,41-60,United-States,>50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,30-45,Bach
Private,White,41-60,United-States,>50K,45-60,Mast
Private,White,0-20,United-States,>50K,45-60,Bach
?,White,0-20,United-States,<=50K,15-30,MiddleSchool
Private,Black,21-40,United-States,>50K,45-60,HS-College
Local-gov,White,41-60,United-States,>50K,30-45,Bach
Local-gov,White,21-40,United-States,>50K,30-45,Mast
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,Puerto-Rico,<=50K,60-75,Elementary
Private,White,41-60,United-States,<=50K,45-60,MiddleSchool
Private,Asian-Pac-Islander,21-40,Philippines,<=50K,45-60,Mast
Private,White,21-40,United-States,<=50K,60-75,Elementary
Private,Black,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,Black,21-40,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,45-60,HS-College
Self-emp-not-inc,White,21-40,Dominican-Republic,>50K,15-30,HS-College
Local-gov,Black,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,41-60,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,45-60,HS-College
State-gov,White,21-40,United-States,<=50K,30-45,Mast
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,30-45,Bach
?,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,Puerto-Rico,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,Bach
Local-gov,White,21-40,United-States,<=50K,15-30,Bach
State-gov,White,41-60,United-States,<=50K,30-45,Mast
Private,White,0-20,United-States,<=50K,15-30,HS-College
Local-gov,White,21-40,United-States,>50K,45-60,Assoc
?,Black,0-20,United-States,<=50K,60-75,Bach
Federal-gov,White,41-60,United-States,<=50K,30-45,HS-College
Private,White,41-60,United-States,<=50K,30-45,Assoc
Self-emp-not-inc,White,21-40,Italy,>50K,30-45,HS-College
Private,White,41-60,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,60-75,HS-College
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,0-20,United-States,<=50K,60-75,Assoc
Without-pay,White,41-60,United-States,<=50K,60-75,Elementary
Private,White,21-40,United-States,<=50K,15-30,HS-College
Local-gov,White,41-60,United-States,<=50K,45-60,Mast
Self-emp-not-inc,White,41-60,United-States,<=50K,15-30,Mast
Private,White,21-40,United-States,<=50K,30-45,Bach
Private,White,21-40,United-States,<=50K,30-45,HS-College
?,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,Bach
?,Black,21-40,United-States,<=50K,45-60,MiddleSchool
Private,Asian-Pac-Islander,41-60,China,<=50K,15-30,Elementary
Private,White,41-60,United-States,>50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,30-45,Bach
Local-gov,White,21-40,United-States,<=50K,15-30,HS-College
Local-gov,Black,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,>50K,45-60,HS-College
Local-gov,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,45-60,Mast
State-gov,Black,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,60-75,HS-College
Private,White,41-60,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,Black,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Local-gov,White,41-60,United-States,<=50K,45-60,PostMaster
Private,Black,21-40,United-States,<=50K,30-45,Bach
?,White,0-20,United-States,<=50K,15-30,Assoc
Private,Black,21-40,United-States,<=50K,30-45,Assoc
Private,White,41-60,?,<=50K,15-30,HS-College
Private,White,41-60,United-States,>50K,30-45,Bach
Self-emp-not-inc,White,41-60,United-States,<=50K,75-100,Mast
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,Asian-Pac-Islander,41-60,United-States,>50K,60-75,MiddleSchool
Private,Black,21-40,Jamaica,<=50K,45-60,Assoc
Private,White,41-60,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,Bach
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,Assoc
Local-gov,White,21-40,United-States,<=50K,15-30,Bach
Private,White,61-80,?,<=50K,30-45,PostMaster
Local-gov,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,Assoc
?,White,41-60,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,>50K,30-45,Assoc
Self-emp-not-inc,White,0-20,United-States,>50K,60-75,Assoc
Private,White,41-60,United-States,<=50K,15-30,HS-College
?,Amer-Indian-Eskimo,21-40,United-States,<=50K,15-30,Assoc
Private,Black,21-40,United-States,<=50K,60-75,Elementary
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,Mexico,<=50K,15-30,MiddleSchool
Private,Asian-Pac-Islander,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,60-75,Assoc
Private,White,21-40,Mexico,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,60-75,HS-College
Private,Asian-Pac-Islander,21-40,United-States,>50K,30-45,Bach
Private,White,21-40,United-States,<=50K,45-60,HS-College
Local-gov,Black,21-40,United-States,<=50K,45-60,HS-College
Private,White,41-60,United-States,<=50K,30-45,Assoc
?,White,0-20,Honduras,<=50K,15-30,HS-College
Federal-gov,White,21-40,United-States,>50K,30-45,HS-College
Local-gov,White,41-60,United-States,<=50K,45-60,HS-College
State-gov,White,21-40,United-States,>50K,45-60,Bach
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,Black,21-40,Dominican-Republic,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,>50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,45-60,HS-College
State-gov,White,0-20,United-States,<=50K,15-30,Assoc
Local-gov,White,21-40,United-States,<=50K,45-60,Mast
?,White,0-20,United-States,<=50K,60-75,PostMaster
Private,White,41-60,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,El-Salvador,<=50K,45-60,Elementary
?,Asian-Pac-Islander,0-20,United-States,<=50K,15-30,Assoc
Local-gov,Black,21-40,Jamaica,>50K,30-45,HS-College
State-gov,Asian-Pac-Islander,21-40,India,<=50K,15-30,MiddleSchool
Local-gov,White,41-60,United-States,<=50K,30-45,Mast
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,Mast
Private,Asian-Pac-Islander,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,60-75,Assoc
Federal-gov,White,21-40,Puerto-Rico,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,45-60,HS-College
Local-gov,White,21-40,United-States,<=50K,45-60,Mast
Local-gov,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,45-60,Mast
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,White,61-80,United-States,<=50K,75-100,MiddleSchool
Private,White,21-40,United-States,<=50K,15-30,Assoc
?,White,0-20,United-States,>50K,45-60,HS-College
Private,Black,0-20,United-States,<=50K,15-30,Assoc
Private,Black,21-40,United-States,<=50K,45-60,MiddleSchool
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,>50K,15-30,Bach
Local-gov,White,21-40,United-States,<=50K,60-75,HS-College
Private,White,41-60,United-States,>50K,30-45,Assoc
Federal-gov,White,0-20,United-States,<=50K,60-75,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,Black,21-40,United-States,<=50K,45-60,MiddleSchool
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,>50K,45-60,Bach
Private,White,21-40,United-States,<=50K,45-60,Bach
Local-gov,White,41-60,United-States,<=50K,45-60,Bach
Private,White,0-20,United-States,<=50K,30-45,HS-College
Private,Black,21-40,United-States,>50K,45-60,HS-College
Private,Black,21-40,United-States,<=50K,30-45,HS-College
?,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,41-60,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,Black,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,Mexico,<=50K,45-60,HS-College
State-gov,White,21-40,United-States,<=50K,45-60,HS-College
?,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,HS-College
Local-gov,White,41-60,United-States,>50K,30-45,Bach
Private,Black,21-40,United-States,>50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,30-45,Bach
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,>50K,60-75,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Federal-gov,White,21-40,United-States,<=50K,60-75,Assoc
Local-gov,White,21-40,United-States,<=50K,60-75,HS-College
Private,White,41-60,United-States,<=50K,30-45,Bach
State-gov,White,21-40,United-States,<=50K,45-60,Assoc
Federal-gov,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,45-60,Assoc
Local-gov,Black,21-40,United-States,<=50K,30-45,HS-College
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Local-gov,White,61-80,United-States,<=50K,15-30,PostMaster
State-gov,White,0-20,United-States,<=50K,15-30,Assoc
Local-gov,White,21-40,United-States,<=50K,15-30,Bach
Private,White,41-60,United-States,<=50K,15-30,Bach
Private,Black,21-40,Haiti,<=50K,30-45,Assoc
Private,White,0-20,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,41-60,United-States,<=50K,30-45,Bach
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,>50K,30-45,Bach
State-gov,White,21-40,United-States,<=50K,60-75,HS-College
Private,White,21-40,United-States,>50K,15-30,Bach
Local-gov,Amer-Indian-Eskimo,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,30-45,Bach
Federal-gov,Asian-Pac-Islander,21-40,Philippines,>50K,45-60,Assoc
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
?,White,21-40,United-States,<=50K,15-30,Assoc
Private,Black,21-40,United-States,<=50K,15-30,MiddleSchool
Private,White,41-60,United-States,<=50K,30-45,Assoc
Private,White,41-60,United-States,>50K,30-45,Bach
?,White,21-40,United-States,<=50K,15-30,Assoc
Private,Black,21-40,United-States,<=50K,45-60,Assoc
Self-emp-inc,White,21-40,United-States,>50K,30-45,Mast
Private,Black,21-40,United-States,<=50K,15-30,HS-College
Private,Black,41-60,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
?,White,21-40,United-States,<=50K,15-30,Assoc
Private,Amer-Indian-Eskimo,21-40,United-States,<=50K,60-75,Elementary
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,41-60,United-States,>50K,45-60,Mast
?,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
State-gov,Black,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,30-45,MiddleSchool
Local-gov,White,61-80,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,60-75,HS-College
Private,White,21-40,United-States,<=50K,30-45,HS-College
Local-gov,Black,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Local-gov,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
Local-gov,Black,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,45-60,Bach
Private,White,21-40,United-States,<=50K,30-45,Assoc
Self-emp-not-inc,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,30-45,HS-College
Local-gov,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,41-60,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,45-60,HS-College
Self-emp-not-inc,Black,41-60,Dominican-Republic,>50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,21-40,Canada,>50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,41-60,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
?,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,Puerto-Rico,<=50K,60-75,Elementary
Private,White,41-60,United-States,<=50K,45-60,HS-College
Private,White,0-20,United-States,<=50K,60-75,Assoc
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,Black,21-40,?,<=50K,15-30,HS-College
?,White,21-40,United-States,<=50K,45-60,Mast
Private,White,21-40,United-States,<=50K,45-60,Assoc
Local-gov,Asian-Pac-Islander,21-40,United-States,<=50K,30-45,HS-College
Private,White,41-60,United-States,<=50K,30-45,Bach
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,Assoc
Federal-gov,Black,21-40,United-States,<=50K,15-30,HS-College
Private,White,0-20,United-States,<=50K,60-75,Assoc
?,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,41-60,United-States,<=50K,30-45,HS-College
Private,Asian-Pac-Islander,21-40,United-States,<=50K,15-30,Assoc
Local-gov,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,21-40,?,<=50K,30-45,PostMaster
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,Other,21-40,United-States,<=50K,15-30,HS-College
Local-gov,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,0-20,United-States,<=50K,30-45,Assoc
Private,White,0-20,United-States,>50K,30-45,Assoc
Private,Black,21-40,Haiti,<=50K,30-45,MiddleSchool
Federal-gov,White,0-20,United-States,<=50K,45-60,HS-College
?,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,45-60,MiddleSchool
Private,Black,21-40,United-States,<=50K,15-30,MiddleSchool
Private,White,41-60,United-States,<=50K,45-60,HS-College
Private,White,21-40,Dominican-Republic,<=50K,30-45,Preschool
Private,White,21-40,United-States,<=50K,45-60,HS-College
