armed,gender,race,signs_of_mental_illness,threat_level,flee,age_range
gun,M,Black,False,attack,Not fleeing,21-30
unknown,M,Black,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,31-40
unarmed,M,White,False,attack,Not fleeing,41-60
gun,M,Hispanic,False,other,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,31-40
unarmed,M,Hispanic,False,other,Foot,41-60
gun,M,Black,False,attack,Foot,0-20
gun,M,Black,False,attack,Car,21-30
gun,M,White,True,attack,Foot,21-30
gun,M,White,True,attack,Not fleeing,41-60
gun,M,Hispanic,True,attack,Not fleeing,0-20
gun,M,White,True,attack,Not fleeing,0-20
unarmed,M,White,True,attack,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,41-60
unknown,M,White,False,attack,Car,31-40
knife,M,White,False,other,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,31-40
carjack,M,White,False,undetermined,Not fleeing,21-30
unknown,M,White,False,attack,Car,21-30
knife,M,White,False,other,Not fleeing,60-100
gun,M,Black,False,attack,Foot,31-40
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,31-40
gun,M,White,False,attack,Car,31-40
toy weapon,M,White,False,attack,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,Hispanic,False,attack,Foot,31-40
knife,M,Black,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Hispanic,False,attack,Not fleeing,21-30
toy weapon,M,White,True,attack,Not fleeing,21-30
gun,M,White,False,attack,Car,41-60
gun,M,White,True,attack,Not fleeing,21-30
chain,M,Black,False,attack,Not fleeing,31-40
box cutter,M,White,False,other,Not fleeing,41-60
contractor's level,M,Hispanic,False,attack,Not fleeing,21-30
box cutter,M,Black,False,attack,Not fleeing,41-60
unknown,M,Hispanic,True,undetermined,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,21-30
unarmed,M,Black,False,other,Not fleeing,60-100
gun,M,White,False,attack,Not fleeing,21-30
gun,M,Black,False,attack,Foot,21-30
knife,M,White,False,other,Not fleeing,31-40
unarmed,M,Hispanic,False,undetermined,Car,21-30
gun,M,White,False,attack,Not fleeing,21-30
gun,M,Hispanic,False,attack,Not fleeing,41-60
knife,M,White,False,attack,Foot,41-60
guns and explosives,M,Black,False,attack,Foot,31-40
gun,M,White,False,attack,Not fleeing,60-100
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,41-60
unarmed,M,Hispanic,True,attack,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,31-40
gun,M,White,False,attack,Car,21-30
gun,M,White,False,attack,Not fleeing,31-40
knife,M,White,True,other,Not fleeing,21-30
metal pipe,M,Hispanic,False,attack,Not fleeing,41-60
toy weapon,M,Black,True,attack,Not fleeing,21-30
metal pipe,M,Hispanic,True,other,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,31-40
unarmed,F,Black,False,undetermined,Not fleeing,21-30
gun,M,Hispanic,False,attack,Car,41-60
gun,M,Black,True,attack,Car,21-30
gun,M,White,False,attack,Not fleeing,41-60
metal pipe,M,Hispanic,False,other,Foot,41-60
gun,M,Native,False,attack,Not fleeing,0-20
gun,M,White,False,attack,Not fleeing,21-30
guns and explosives,M,Black,True,other,Not fleeing,31-40
gun,M,Native,False,attack,Car,31-40
knife,M,Asian,False,attack,Not fleeing,41-60
knife,M,Asian,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Foot,31-40
gun,M,Hispanic,False,attack,Car,41-60
gun,M,White,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Car,41-60
unknown,M,White,False,undetermined,Other,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,31-40
gun,M,Black,True,attack,Not fleeing,60-100
gun,M,White,False,attack,Car,21-30
gun,M,Black,False,attack,Car,21-30
unarmed,M,White,True,attack,Not fleeing,21-30
unknown,M,Black,False,attack,Not fleeing,21-30
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,Hispanic,True,undetermined,Car,41-60
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,Black,False,other,Not fleeing,21-30
gun,M,White,True,attack,Foot,31-40
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,31-40
unknown,M,White,False,undetermined,Car,31-40
unknown,M,White,False,undetermined,Not fleeing,41-60
gun,M,White,False,attack,Car,41-60
gun,M,White,True,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Hispanic,True,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,21-30
gun,F,White,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,21-30
stapler,M,Hispanic,False,other,Foot,31-40
unarmed,M,White,False,attack,Not fleeing,21-30
gun,M,Black,False,attack,Car,31-40
gun,M,White,True,attack,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,41-60
knife,M,Other,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,31-40
unarmed,M,Black,False,other,Foot,0-20
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Black,True,undetermined,Not fleeing,21-30
knife,M,Hispanic,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,0-20
screwdriver,M,Other,True,other,Not fleeing,31-40
unarmed,M,White,True,undetermined,Other,21-30
gun,M,White,False,attack,Not fleeing,41-60
box cutter,M,Black,False,other,Not fleeing,31-40
knife,M,Black,False,attack,Not fleeing,41-60
gun,M,Hispanic,False,attack,Not fleeing,21-30
knife,F,Hispanic,True,other,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Hispanic,False,attack,Not fleeing,41-60
toy weapon,M,Hispanic,False,attack,Not fleeing,41-60
unarmed,M,Black,False,attack,Foot,31-40
blunt object,M,Native,False,attack,Not fleeing,41-60
unarmed,M,White,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Car,21-30
gun,M,Hispanic,False,attack,Car,21-30
knife,F,White,True,other,Not fleeing,41-60
unarmed,M,White,False,undetermined,Not fleeing,21-30
knife,M,Hispanic,False,attack,Not fleeing,21-30
gun,M,White,True,attack,Foot,21-30
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Foot,41-60
gun,M,White,False,attack,Not fleeing,41-60
unarmed,M,Other,False,other,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,0-20
machete,M,Hispanic,False,attack,Not fleeing,41-60
knife,M,Black,False,other,Not fleeing,0-20
unknown,M,White,True,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,31-40
unknown,M,White,True,other,Car,31-40
crossbow,M,White,False,attack,Not fleeing,41-60
unknown,M,Hispanic,False,undetermined,Not fleeing,31-40
unknown,M,Hispanic,False,undetermined,Other,31-40
gun,M,Asian,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,21-30
machete,M,Hispanic,False,other,Car,41-60
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,21-30
gun,F,White,True,attack,Car,41-60
unknown,M,Hispanic,False,other,Car,0-20
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,Hispanic,False,attack,Car,0-20
gun,M,Black,False,attack,Not fleeing,21-30
gun,F,White,True,attack,Car,41-60
toy weapon,M,White,False,attack,Car,31-40
gun,M,White,False,attack,Foot,31-40
gun,M,Hispanic,False,attack,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,21-30
unarmed,M,Hispanic,False,attack,Not fleeing,21-30
unknown,M,Black,False,undetermined,Foot,31-40
gun,M,White,True,attack,Not fleeing,21-30
toy weapon,M,Hispanic,False,attack,Not fleeing,21-30
knife,M,Black,True,other,Not fleeing,21-30
gun,M,Black,False,undetermined,Not fleeing,31-40
knife,M,White,True,attack,Not fleeing,21-30
unknown,M,Black,False,attack,Not fleeing,41-60
toy weapon,M,White,False,attack,Not fleeing,31-40
toy weapon,M,Black,False,attack,Not fleeing,31-40
gun,M,Hispanic,False,attack,Not fleeing,41-60
knife,M,White,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Foot,21-30
knife,M,Hispanic,False,other,Other,31-40
unarmed,M,Hispanic,True,attack,Not fleeing,21-30
gun,M,White,True,attack,Not fleeing,41-60
knife,M,Black,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Car,31-40
unknown,M,White,False,other,Not fleeing,41-60
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,31-40
unknown,M,Black,False,undetermined,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
unknown,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,31-40
unknown,M,Black,False,other,Not fleeing,41-60
gun,F,Black,False,attack,Not fleeing,21-30
unarmed,M,Other,False,attack,Foot,0-20
gun,M,Black,False,attack,Not fleeing,21-30
unarmed,M,Black,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Car,31-40
gun,M,Black,False,other,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,0-20
gun,M,White,False,attack,Other,60-100
gun,M,Hispanic,False,attack,Car,21-30
gun,M,Black,False,other,Foot,21-30
knife,M,White,False,attack,Foot,31-40
gun,M,Black,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,31-40
unarmed,M,Black,False,other,Car,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,21-30
gun,M,White,False,undetermined,Not fleeing,60-100
gun,M,Black,False,attack,Car,60-100
unarmed,M,White,False,other,Car,0-20
gun,M,White,False,attack,Foot,31-40
gun,M,Black,False,attack,Car,41-60
knife,M,Other,False,attack,Foot,0-20
unarmed,M,White,False,other,Foot,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,True,attack,Car,21-30
hammer,M,White,False,attack,Not fleeing,31-40
gun,F,White,True,attack,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,41-60
unknown,M,White,False,other,Car,41-60
unknown,M,White,False,undetermined,Not fleeing,41-60
unknown,M,Black,False,attack,Car,21-30
gun,M,Hispanic,True,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,21-30
gun,M,Hispanic,False,attack,Not fleeing,41-60
bean-bag gun,M,Hispanic,False,other,Not fleeing,31-40
gun,M,Hispanic,False,attack,Not fleeing,31-40
unknown,M,Hispanic,False,other,Car,31-40
gun,M,White,False,attack,Not fleeing,21-30
toy weapon,M,White,True,attack,Not fleeing,60-100
unknown,M,Hispanic,False,other,Car,31-40
gun,M,Hispanic,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,31-40
knife,M,Black,False,other,Not fleeing,41-60
toy weapon,M,White,False,attack,Not fleeing,41-60
unknown,M,Hispanic,False,undetermined,Other,21-30
gun,M,White,False,attack,Foot,21-30
hammer,M,Hispanic,False,other,Not fleeing,31-40
toy weapon,M,Black,False,attack,Not fleeing,31-40
unknown,M,Black,False,attack,Not fleeing,0-20
unarmed,M,Black,False,undetermined,Not fleeing,21-30
Taser,M,White,False,attack,Not fleeing,31-40
unknown,M,White,False,other,Car,21-30
unknown,M,White,False,undetermined,Car,21-30
gun,M,Black,True,attack,Foot,21-30
gun,M,Black,False,attack,Not fleeing,21-30
unknown,M,Black,False,other,Car,31-40
unarmed,M,White,False,other,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,41-60
gun,M,White,False,undetermined,Car,41-60
unknown,M,Black,False,other,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Other,31-40
knife,M,Black,False,attack,Not fleeing,21-30
knife,M,Black,False,other,Not fleeing,31-40
unarmed,M,Black,True,attack,Not fleeing,21-30
gun,M,White,True,attack,Not fleeing,31-40
unarmed,M,White,False,attack,Foot,21-30
knife,M,White,True,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Hispanic,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
knife,M,Hispanic,False,other,Not fleeing,41-60
toy weapon,M,White,False,other,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,21-30
toy weapon,M,White,True,attack,Foot,31-40
knife,M,White,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,F,White,False,attack,Not fleeing,31-40
unarmed,M,White,False,other,Car,21-30
gun,M,White,False,attack,Not fleeing,41-60
baseball bat and fireplace poker,M,White,False,other,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Hispanic,True,attack,Not fleeing,60-100
gun,M,Hispanic,False,attack,Foot,21-30
gun,M,White,False,attack,Other,21-30
unknown,M,Asian,False,attack,Car,21-30
gun,M,Black,False,attack,Foot,0-20
unknown,M,Hispanic,False,other,Not fleeing,31-40
gun,M,White,False,attack,Foot,21-30
gun,M,Hispanic,False,attack,Not fleeing,0-20
gun,M,Hispanic,False,attack,Car,31-40
gun,F,Other,False,attack,Car,21-30
gun,M,Other,False,attack,Car,21-30
knife,M,Black,False,other,Not fleeing,21-30
gun,M,Hispanic,False,other,Not fleeing,31-40
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,60-100
gun,M,Black,False,attack,Not fleeing,21-30
metal stick,M,White,False,other,Not fleeing,41-60
gun,M,White,False,attack,Foot,21-30
gun,M,White,False,other,Not fleeing,60-100
gun,F,White,False,attack,Not fleeing,60-100
gun,M,Hispanic,False,attack,Not fleeing,31-40
straight edge razor,M,White,False,other,Not fleeing,41-60
gun,M,White,False,attack,Car,31-40
gun,M,Black,True,attack,Not fleeing,41-60
knife,M,White,True,other,Not fleeing,41-60
unarmed,M,Black,False,other,Foot,31-40
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,60-100
gun,M,White,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,41-60
knife,M,White,False,attack,Not fleeing,41-60
unarmed,M,White,False,attack,Not fleeing,31-40
knife,M,Black,True,attack,Not fleeing,21-30
gun and knife,M,Black,False,attack,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,21-30
Taser,M,White,False,attack,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,21-30
knife,M,Hispanic,False,attack,Other,41-60
gun,F,White,True,attack,Not fleeing,41-60
ax,M,White,True,other,Not fleeing,21-30
knife,M,Other,False,attack,Not fleeing,31-40
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,31-40
unknown,M,White,False,undetermined,Not fleeing,41-60
gun,F,White,True,attack,Not fleeing,41-60
knife,M,Asian,False,other,Not fleeing,31-40
unknown,M,Hispanic,False,undetermined,Other,0-20
gun,M,Hispanic,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,31-40
knife,M,White,True,other,Not fleeing,41-60
unknown,M,Black,False,attack,Car,41-60
knife,M,White,True,attack,Not fleeing,31-40
machete,M,White,True,other,Not fleeing,21-30
gun,M,White,False,attack,Other,21-30
gun,F,White,False,attack,Other,21-30
unknown,M,White,False,attack,Car,31-40
toy weapon,M,Hispanic,True,attack,Not fleeing,41-60
gun,M,Black,False,attack,Other,21-30
unknown,M,Hispanic,True,attack,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,Hispanic,True,attack,Not fleeing,31-40
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,41-60
unarmed,M,Black,True,other,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,41-60
unknown,M,White,False,undetermined,Car,21-30
gun,M,Hispanic,False,undetermined,Foot,0-20
unarmed,M,Black,True,other,Not fleeing,31-40
unknown,M,White,False,other,Car,31-40
gun,M,Black,False,attack,Not fleeing,21-30
knife,M,Hispanic,False,other,Not fleeing,21-30
knife,M,White,True,attack,Not fleeing,31-40
brick,M,White,True,other,Not fleeing,41-60
unarmed,F,Black,False,other,Other,41-60
baseball bat,M,Black,True,undetermined,Not fleeing,0-20
gun,M,Hispanic,False,attack,Not fleeing,31-40
unknown,M,White,False,undetermined,Car,31-40
knife,M,White,True,other,Not fleeing,31-40
unknown,M,White,False,undetermined,Not fleeing,41-60
toy weapon,M,White,False,attack,Not fleeing,21-30
knife,F,Other,True,other,Not fleeing,41-60
unknown,M,Asian,False,undetermined,Not fleeing,31-40
knife,M,Hispanic,False,attack,Not fleeing,41-60
unarmed,M,Black,False,other,Not fleeing,21-30
knife,M,White,False,other,Not fleeing,31-40
gun,M,White,False,attack,Car,41-60
gun,M,White,False,attack,Not fleeing,31-40
knife,M,White,False,other,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,31-40
unknown,M,Black,False,undetermined,Not fleeing,21-30
gun,M,Black,False,attack,Foot,21-30
unknown,M,White,False,attack,Foot,21-30
knife,M,White,False,other,Foot,31-40
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,White,True,other,Not fleeing,41-60
hand torch,M,Hispanic,False,other,Foot,21-30
knife,M,White,True,other,Not fleeing,41-60
toy weapon,M,White,True,other,Foot,31-40
gun,M,Hispanic,True,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,31-40
knife,M,White,False,other,Not fleeing,21-30
gun,M,White,True,attack,Not fleeing,41-60
chain saw,M,White,True,other,Not fleeing,31-40
toy weapon,F,White,True,attack,Not fleeing,41-60
unknown,M,White,False,attack,Car,41-60
toy weapon,M,White,True,attack,Foot,41-60
gun,M,White,False,other,Not fleeing,31-40
unarmed,F,White,False,other,Not fleeing,0-20
knife,M,Native,True,other,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,41-60
gun,M,White,False,other,Foot,21-30
gun,M,White,True,attack,Not fleeing,60-100
gun,M,White,True,attack,Not fleeing,41-60
knife,M,Hispanic,False,other,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,21-30
toy weapon,M,Hispanic,False,other,Foot,31-40
gun,M,White,False,attack,Foot,21-30
toy weapon,M,White,False,other,Not fleeing,41-60
unarmed,F,White,False,other,Car,21-30
unknown,M,White,False,other,Car,41-60
gun,M,Black,False,attack,Foot,0-20
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Foot,31-40
unarmed,M,White,False,other,Not fleeing,21-30
knife,M,Hispanic,False,other,Not fleeing,21-30
gun,M,White,False,other,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,31-40
toy weapon,M,White,False,other,Not fleeing,21-30
knife,M,White,False,other,Foot,21-30
gun,M,White,True,attack,Not fleeing,31-40
garden tool,M,White,True,other,Not fleeing,21-30
gun,M,White,False,attack,Car,31-40
knife,M,White,True,other,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,White,False,other,Foot,31-40
knife,M,White,False,other,Other,31-40
gun,M,Black,True,attack,Car,31-40
toy weapon,M,White,False,other,Not fleeing,41-60
knife,M,Hispanic,True,other,Not fleeing,31-40
gun,M,White,False,other,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Other,31-40
gun,M,Hispanic,False,attack,Not fleeing,31-40
knife,M,White,False,other,Not fleeing,21-30
toy weapon,M,Asian,True,other,Not fleeing,41-60
unknown,F,Black,True,other,Car,31-40
gun,M,White,False,attack,Car,31-40
gun,M,Hispanic,False,attack,Car,21-30
unknown,F,Native,False,other,Not fleeing,31-40
gun,M,White,True,attack,Foot,31-40
gun,M,Black,True,other,Not fleeing,0-20
gun,M,Black,False,attack,Other,31-40
gun,M,Black,False,other,Not fleeing,21-30
unknown,F,White,False,attack,Car,41-60
gun,M,Black,False,attack,Not fleeing,21-30
scissors,M,Hispanic,False,other,Not fleeing,31-40
gun,M,Hispanic,True,attack,Not fleeing,60-100
gun,M,White,False,attack,Car,41-60
knife,M,Hispanic,False,other,Not fleeing,41-60
gun,M,White,False,attack,Car,41-60
knife,M,Black,True,attack,Not fleeing,31-40
unarmed,M,White,False,attack,Not fleeing,21-30
toy weapon,M,Black,False,attack,Foot,31-40
gun,M,Hispanic,True,attack,Car,21-30
knife,M,White,True,other,Not fleeing,31-40
